Keyword,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016,Searches: Feb 2016
Phillips 66,27100,27100,27100,27100,27100,33100,33100,33100,27100,27100,33100,27100,27100,33100,27100,27100,33100,40500,40500,33100,27100,27100,49500,49500
La Z Boy,33100,33100,33100,33100,33100,40500,33100,33100,40500,40500,40500,33100,33100,33100,40500,33100,40500,40500,33100,33100,40500,40500,49500,40500
SERVPRO,33100,40500,40500,40500,40500,49500,40500,40500,33100,33100,40500,49500,49500,40500,40500,49500,49500,49500,40500,40500,33100,40500,40500,40500
Pulte Homes,40500,40500,33100,33100,40500,40500,40500,40500,33100,33100,49500,40500,49500,49500,49500,40500,49500,49500,40500,40500,40500,40500,49500,49500
Jones Soda,14800,14800,14800,12100,14800,14800,14800,14800,14800,14800,14800,12100,14800,14800,14800,12100,14800,14800,12100,18100,49500,33100,18100,18100
Sierra Nevada,33100,40500,33100,33100,40500,40500,49500,40500,40500,40500,49500,49500,49500,49500,49500,49500,49500,49500,60500,49500,49500,49500,60500,49500
Merck,49500,60500,60500,49500,49500,40500,60500,49500,49500,49500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,49500,40500,60500,60500
Jelly Belly,40500,60500,40500,33100,40500,33100,27100,40500,33100,40500,40500,40500,60500,60500,40500,40500,40500,40500,33100,33100,33100,40500,40500,40500
Interactive Brokers,60500,60500,49500,49500,49500,49500,49500,60500,49500,49500,60500,60500,60500,60500,49500,49500,60500,60500,49500,49500,49500,49500,60500,60500
Kimberly Clark,40500,40500,40500,40500,40500,40500,49500,60500,40500,33100,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,33100,27100,40500,40500
Herman Miller,60500,60500,49500,49500,49500,49500,60500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,49500,49500,49500,60500,49500,49500,60500
Micron,27100,27100,22200,27100,27100,22200,33100,33100,27100,22200,27100,27100,33100,33100,27100,33100,60500,33100,33100,40500,33100,27100,33100,33100
Stryker,60500,60500,60500,49500,49500,49500,49500,49500,49500,49500,60500,49500,60500,60500,49500,49500,49500,49500,60500,60500,49500,49500,60500,60500
Hershey,49500,49500,49500,40500,40500,40500,40500,49500,49500,49500,60500,60500,60500,49500,49500,49500,40500,40500,40500,49500,49500,49500,49500,49500
Mylan,22200,22200,18100,18100,27100,18100,18100,22200,18100,18100,22200,22200,27100,60500,33100,33100,33100,33100,33100,27100,33100,22200,27100,33100
RR Donnelley,40500,40500,40500,40500,40500,40500,40500,49500,40500,40500,49500,49500,49500,49500,49500,49500,49500,60500,49500,49500,49500,40500,49500,49500
JL Audio,60500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,60500,60500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500
SPX,22200,22200,18100,18100,22200,27100,27100,40500,22200,22200,27100,22200,27100,22200,22200,22200,27100,49500,40500,33100,27100,27100,60500,49500
Hess,22200,22200,27100,22200,27100,22200,22200,33100,40500,60500,33100,27100,27100,27100,33100,27100,27100,27100,22200,22200,40500,33100,18100,18100
QuikTrip,33100,33100,40500,49500,49500,49500,40500,49500,40500,49500,49500,40500,49500,49500,49500,60500,60500,60500,60500,49500,49500,60500,60500,60500
Monro Muffler,40500,40500,40500,40500,49500,49500,49500,49500,60500,49500,49500,49500,49500,40500,40500,49500,49500,49500,40500,40500,40500,40500,40500,40500
Leidos,40500,40500,40500,33100,40500,33100,40500,40500,33100,33100,33100,40500,40500,33100,33100,33100,40500,40500,33100,33100,33100,33100,60500,40500
Newegg.com,60500,49500,40500,40500,40500,49500,40500,40500,60500,60500,40500,40500,40500,33100,33100,33100,33100,33100,33100,33100,60500,49500,40500,33100
Save Mart,27100,33100,33100,33100,33100,33100,33100,33100,40500,49500,33100,27100,33100,33100,40500,40500,40500,40500,40500,40500,49500,60500,40500,33100
Houlihans,18100,18100,18100,18100,18100,18100,14800,18100,18100,18100,22200,18100,18100,18100,22200,18100,22200,18100,18100,22200,18100,22200,33100,60500
MGM,74000,74000,74000,60500,60500,60500,49500,49500,49500,60500,60500,60500,74000,74000,74000,60500,60500,60500,49500,49500,49500,49500,60500,60500
Nautilus,49500,49500,49500,40500,49500,49500,49500,49500,49500,49500,60500,60500,74000,74000,60500,60500,60500,74000,49500,60500,49500,60500,60500,60500
SanDisk,49500,49500,49500,49500,49500,49500,49500,40500,49500,60500,49500,40500,60500,49500,40500,40500,49500,49500,49500,74000,60500,60500,60500,49500
Hard Rock Cafe,60500,60500,60500,60500,74000,60500,49500,49500,40500,49500,49500,49500,74000,60500,74000,74000,74000,74000,60500,60500,49500,60500,60500,74000
PepsiCo,49500,49500,40500,40500,49500,49500,60500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,60500,74000,74000,60500,49500,60500,60500
Symantec,74000,60500,60500,49500,49500,49500,60500,74000,60500,49500,60500,60500,49500,49500,49500,49500,49500,49500,49500,49500,40500,40500,49500,49500
Mohawk,60500,49500,60500,60500,60500,60500,60500,60500,60500,49500,60500,60500,60500,60500,74000,74000,74000,74000,60500,60500,60500,60500,74000,74000
Mattel,49500,49500,40500,40500,49500,40500,40500,49500,60500,74000,49500,49500,49500,49500,40500,40500,40500,40500,40500,49500,60500,74000,49500,49500
Black and Decker,49500,60500,74000,74000,60500,60500,49500,49500,60500,60500,40500,33100,40500,49500,60500,60500,60500,49500,49500,40500,49500,40500,33100,33100
Raytheon,60500,60500,49500,49500,60500,60500,60500,60500,49500,49500,60500,60500,74000,60500,60500,60500,60500,60500,74000,74000,60500,60500,74000,74000
Safeco,74000,74000,74000,74000,74000,74000,74000,74000,60500,60500,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,60500,60500,74000,60500
PetMeds,60500,74000,74000,74000,74000,60500,60500,60500,49500,40500,49500,40500,60500,74000,74000,60500,60500,60500,49500,49500,49500,40500,49500,49500
Norfolk Southern,49500,49500,49500,60500,60500,60500,60500,74000,60500,60500,74000,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,74000,60500,60500
Mutual of Omaha,49500,49500,49500,49500,49500,49500,60500,74000,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,74000,60500,74000,74000
Interstate Batteries,49500,49500,49500,49500,49500,49500,49500,49500,60500,49500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,60500
Principal Financial,40500,40500,40500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,49500
Shop n Save,40500,49500,49500,49500,49500,49500,49500,49500,60500,60500,49500,40500,49500,49500,60500,49500,60500,60500,60500,60500,74000,74000,60500,60500
Sbarro,74000,27100,22200,22200,27100,22200,22200,22200,22200,22200,22200,22200,22200,27100,27100,27100,33100,27100,27100,27100,27100,27100,27100,27100
Precision Castparts,6600,5400,6600,5400,6600,5400,6600,6600,5400,5400,8100,6600,6600,6600,8100,6600,8100,74000,9900,8100,8100,6600,9900,12100
Orbital Sciences,8100,12100,9900,8100,12100,6600,8100,74000,14800,8100,9900,9900,6600,5400,4400,5400,4400,3600,3600,2900,2900,3600,3600,2900
MasterCard,90500,90500,90500,74000,90500,74000,74000,90500,74000,90500,74000,74000,90500,90500,74000,90500,90500,90500,90500,90500,74000,90500,90500,74000
SurveyMonkey,90500,90500,74000,60500,60500,60500,90500,90500,90500,60500,74000,74000,90500,90500,90500,74000,60500,60500,74000,90500,90500,74000,74000,90500
Plantronics,90500,90500,90500,74000,74000,90500,90500,90500,90500,90500,90500,74000,90500,74000,74000,74000,74000,74000,74000,74000,90500,90500,90500,74000
Hasbro,49500,49500,49500,49500,60500,49500,49500,49500,60500,74000,49500,49500,49500,40500,40500,40500,49500,40500,60500,49500,60500,90500,74000,49500
Robert Half,60500,60500,60500,60500,74000,74000,74000,74000,60500,60500,74000,74000,74000,74000,74000,90500,90500,90500,90500,90500,74000,74000,90500,90500
Johnson Controls,60500,49500,49500,49500,49500,49500,60500,60500,49500,49500,60500,49500,60500,60500,49500,60500,60500,60500,60500,60500,49500,49500,90500,74000
Henry Schein,60500,60500,60500,60500,74000,74000,74000,74000,60500,60500,74000,74000,74000,74000,74000,90500,90500,90500,74000,74000,74000,74000,74000,74000
Planet Hollywood,90500,90500,74000,90500,90500,74000,74000,60500,60500,74000,90500,90500,90500,90500,90500,90500,90500,74000,74000,60500,49500,60500,90500,90500
Sizzler,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,60500,60500,60500,90500,60500,60500,60500,60500,49500,49500,60500,60500,60500,60500
Pitney Bowes,60500,60500,49500,49500,60500,49500,60500,60500,49500,49500,74000,60500,60500,60500,60500,60500,60500,49500,60500,60500,49500,49500,90500,60500
Sysco,74000,74000,74000,74000,74000,74000,74000,90500,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,74000,74000,74000,74000
Raymond James,90500,90500,74000,74000,90500,74000,74000,74000,74000,90500,90500,90500,90500,90500,74000,74000,74000,90500,74000,90500,74000,74000,74000,74000
Kraft Foods,90500,74000,74000,74000,74000,60500,60500,60500,74000,74000,60500,60500,90500,60500,49500,40500,40500,40500,33100,40500,49500,40500,33100,33100
Kinder Morgan,33100,40500,33100,33100,33100,74000,40500,40500,60500,49500,49500,40500,49500,40500,33100,40500,40500,40500,40500,49500,40500,90500,60500,60500
Liberty Tax Service,14800,12100,4400,4400,4400,5400,6600,6600,6600,9900,74000,90500,33100,22200,6600,5400,5400,6600,8100,8100,8100,12100,49500,49500
KPMG,74000,74000,74000,74000,74000,74000,90500,90500,74000,60500,74000,74000,74000,110000,74000,90500,74000,74000,110000,90500,74000,60500,74000,90500
Sigma Aldrich,90500,90500,74000,74000,74000,60500,110000,90500,60500,60500,74000,90500,90500,90500,74000,74000,74000,74000,90500,90500,74000,60500,74000,90500
Schlumberger,60500,60500,49500,60500,60500,60500,74000,74000,60500,60500,110000,60500,60500,60500,40500,40500,49500,74000,60500,60500,40500,40500,60500,49500
Medtronic,74000,74000,60500,110000,74000,74000,74000,90500,74000,60500,90500,90500,90500,90500,74000,90500,90500,90500,90500,90500,90500,74000,90500,90500
Procter and Gamble,74000,74000,74000,74000,74000,90500,110000,90500,90500,74000,90500,90500,90500,74000,74000,74000,74000,74000,90500,90500,74000,60500,74000,74000
McKesson,74000,74000,74000,74000,74000,74000,74000,90500,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,74000,110000,90500
In N Out Burger,49500,49500,49500,49500,60500,60500,49500,49500,60500,60500,60500,60500,90500,90500,110000,90500,110000,90500,90500,74000,74000,90500,90500,90500
Papa Murphys,74000,74000,74000,74000,74000,74000,74000,90500,74000,90500,90500,90500,74000,74000,90500,90500,90500,90500,90500,110000,90500,110000,110000,110000
Rand McNally,90500,90500,90500,110000,110000,90500,90500,90500,74000,74000,74000,74000,74000,74000,74000,90500,74000,74000,60500,74000,74000,60500,60500,60500
Home Shopping Network,60500,49500,49500,49500,49500,49500,49500,60500,90500,110000,60500,60500,60500,49500,49500,49500,49500,49500,49500,60500,90500,110000,60500,49500
Polaroid,49500,49500,49500,49500,49500,49500,60500,60500,90500,135000,90500,60500,60500,74000,74000,74000,74000,74000,74000,60500,90500,135000,90500,60500
Netgear,135000,110000,110000,110000,110000,135000,135000,110000,135000,135000,135000,110000,110000,110000,110000,110000,110000,135000,135000,110000,135000,135000,135000,135000
Honeywell,90500,90500,90500,90500,90500,90500,110000,110000,135000,90500,110000,90500,110000,90500,90500,90500,90500,90500,110000,110000,110000,110000,110000,135000
Rockstar Games,135000,110000,90500,110000,135000,90500,60500,49500,74000,74000,60500,49500,60500,60500,49500,60500,60500,60500,60500,74000,60500,74000,74000,60500
Hewlett Packard,110000,90500,90500,90500,90500,90500,90500,110000,90500,90500,110000,90500,110000,90500,90500,90500,90500,110000,135000,90500,110000,90500,90500,90500
Qualcomm,74000,74000,60500,60500,60500,60500,74000,74000,74000,74000,74000,74000,74000,74000,60500,60500,135000,74000,90500,74000,74000,60500,74000,60500
Snap On,135000,110000,110000,110000,90500,110000,110000,110000,135000,135000,135000,110000,135000,110000,110000,110000,110000,110000,110000,135000,135000,135000,135000,135000
Johnson and Johnson,90500,90500,74000,90500,90500,74000,90500,90500,74000,74000,90500,90500,110000,90500,90500,90500,90500,90500,135000,90500,90500,74000,90500,135000
Savers,60500,49500,60500,60500,60500,74000,74000,110000,74000,74000,74000,60500,74000,74000,90500,74000,74000,90500,90500,135000,90500,74000,90500,74000
Steak n Shake,90500,74000,90500,90500,110000,110000,90500,90500,90500,110000,110000,90500,110000,110000,135000,135000,135000,135000,110000,110000,110000,135000,135000,135000
Sheetz,74000,90500,90500,90500,90500,90500,90500,90500,90500,110000,110000,90500,110000,110000,110000,135000,135000,135000,135000,135000,135000,135000,135000,135000
McGraw Hill,90500,74000,60500,49500,49500,90500,135000,110000,74000,60500,90500,90500,74000,74000,49500,40500,40500,74000,135000,110000,74000,49500,90500,90500
Mercury Insurance,90500,90500,90500,90500,90500,90500,90500,90500,90500,90500,110000,110000,110000,110000,110000,110000,110000,135000,135000,135000,110000,110000,135000,135000
ITT Tech,135000,135000,135000,135000,135000,135000,135000,110000,110000,90500,135000,110000,135000,135000,135000,110000,135000,135000,110000,110000,90500,90500,110000,110000
Savage Arms,110000,90500,74000,74000,74000,90500,90500,110000,135000,135000,135000,135000,110000,74000,74000,60500,74000,74000,90500,110000,135000,135000,110000,90500
Schnucks,90500,110000,110000,90500,110000,110000,90500,110000,110000,135000,110000,90500,90500,110000,110000,90500,110000,110000,110000,110000,110000,135000,110000,110000
Penske,90500,90500,110000,135000,135000,110000,74000,74000,60500,60500,74000,74000,90500,90500,110000,110000,110000,110000,90500,74000,60500,60500,74000,90500
Perry Ellis,40500,33100,33100,33100,33100,33100,33100,33100,49500,60500,49500,60500,90500,49500,40500,40500,40500,40500,40500,49500,74000,74000,135000,90500
Intel,135000,135000,135000,135000,135000,135000,135000,165000,135000,135000,165000,135000,165000,135000,135000,135000,135000,165000,135000,135000,135000,135000,165000,135000
Pfizer,90500,110000,165000,74000,74000,74000,90500,90500,74000,74000,90500,110000,90500,90500,74000,74000,74000,74000,74000,90500,165000,74000,90500,90500
Spanx,135000,135000,135000,110000,110000,135000,110000,135000,110000,110000,135000,110000,110000,135000,165000,135000,135000,110000,135000,135000,135000,110000,165000,135000
Halliburton,74000,74000,74000,110000,110000,90500,110000,110000,165000,110000,110000,90500,74000,90500,74000,74000,74000,74000,74000,74000,60500,60500,74000,74000
Primerica,110000,110000,110000,110000,110000,110000,110000,110000,110000,90500,135000,110000,135000,135000,135000,135000,165000,165000,135000,135000,110000,110000,135000,135000
Southern California Edison,110000,110000,110000,110000,135000,135000,165000,135000,110000,135000,135000,110000,135000,135000,110000,135000,165000,165000,165000,135000,135000,135000,135000,135000
Harbor Freight Tools,90500,90500,90500,90500,90500,74000,74000,90500,90500,110000,110000,110000,135000,165000,165000,110000,110000,135000,110000,135000,135000,135000,135000,135000
Loews,135000,135000,110000,90500,90500,74000,74000,74000,90500,74000,74000,74000,135000,165000,165000,165000,165000,135000,135000,74000,90500,90500,74000,74000
Northrop Grumman,90500,90500,90500,90500,90500,90500,90500,110000,90500,74000,110000,110000,110000,110000,90500,90500,90500,90500,90500,165000,110000,90500,110000,135000
Ross Stores,135000,135000,135000,135000,110000,110000,90500,110000,110000,135000,90500,110000,135000,135000,165000,135000,110000,110000,110000,90500,90500,110000,74000,74000
Starwood Hotels,49500,49500,49500,49500,49500,49500,49500,49500,40500,40500,49500,49500,60500,49500,49500,60500,60500,60500,60500,60500,165000,60500,74000,74000
Sony Pictures,14800,12100,9900,9900,9900,9900,9900,9900,27100,165000,22200,18100,14800,14800,9900,9900,9900,12100,9900,9900,9900,9900,12100,12100
Oracle,165000,165000,165000,135000,135000,135000,201000,165000,165000,135000,165000,165000,165000,165000,165000,201000,165000,165000,165000,201000,165000,165000,201000,165000
Monsanto,165000,165000,201000,165000,110000,90500,110000,110000,165000,110000,135000,135000,135000,135000,165000,135000,110000,110000,110000,135000,110000,110000,110000,135000
Prudential,201000,165000,165000,165000,165000,135000,135000,135000,135000,135000,165000,135000,165000,165000,165000,165000,165000,165000,165000,165000,135000,135000,165000,165000
Lockheed Martin,135000,110000,110000,110000,110000,110000,135000,201000,135000,110000,135000,135000,165000,135000,135000,135000,165000,135000,165000,165000,135000,135000,165000,165000
Kohler,201000,165000,165000,165000,165000,165000,135000,165000,135000,135000,165000,165000,165000,165000,165000,135000,165000,165000,135000,165000,135000,135000,165000,165000
Round Table Pizza,165000,135000,165000,135000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,165000,201000,201000,165000,201000,201000,201000,201000,165000
Quiznos,201000,165000,165000,135000,135000,135000,135000,135000,135000,110000,135000,135000,135000,135000,135000,135000,135000,165000,135000,135000,110000,110000,135000,135000
Hy Vee,110000,135000,135000,110000,110000,135000,110000,135000,135000,165000,135000,135000,135000,135000,165000,135000,165000,165000,165000,165000,201000,201000,165000,74000
Republic Services,90500,90500,90500,90500,110000,110000,110000,135000,110000,135000,165000,135000,165000,165000,135000,165000,165000,165000,165000,135000,135000,165000,201000,165000
Movado,90500,74000,90500,74000,74000,90500,90500,90500,110000,201000,90500,90500,90500,90500,90500,90500,90500,90500,90500,110000,135000,201000,110000,110000
Magpul,135000,110000,90500,90500,90500,90500,110000,110000,110000,135000,165000,135000,135000,110000,110000,90500,110000,110000,110000,110000,135000,201000,201000,135000
Meineke,135000,110000,135000,110000,135000,135000,110000,110000,110000,110000,110000,135000,135000,110000,110000,135000,135000,135000,135000,135000,201000,110000,135000,165000
Publishers Clearing House,165000,90500,110000,74000,135000,90500,74000,135000,90500,74000,201000,110000,165000,110000,110000,74000,135000,90500,135000,110000,135000,110000,201000,110000
McAfee,201000,201000,165000,165000,165000,201000,201000,201000,201000,201000,246000,246000,246000,201000,165000,165000,201000,201000,201000,165000,165000,201000,201000,201000
IBM,165000,201000,165000,135000,165000,135000,165000,246000,165000,135000,246000,165000,165000,201000,135000,135000,165000,165000,165000,201000,165000,135000,201000,201000
MetLife,246000,201000,201000,201000,201000,201000,201000,201000,201000,165000,246000,201000,246000,246000,201000,246000,246000,246000,246000,246000,201000,201000,246000,246000
Morningstar,246000,246000,201000,201000,201000,201000,201000,246000,201000,246000,246000,246000,246000,246000,201000,165000,201000,201000,165000,201000,165000,165000,201000,201000
iRobot,49500,74000,90500,90500,49500,40500,49500,74000,90500,90500,60500,49500,49500,74000,74000,49500,60500,49500,60500,49500,246000,201000,74000,60500
OfficeMax,201000,201000,165000,165000,201000,246000,201000,201000,201000,201000,246000,201000,201000,165000,165000,165000,201000,246000,165000,165000,165000,165000,201000,165000
KeyBank,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,201000,246000,246000,201000,201000,201000,246000,246000,246000
Long John Silvers,246000,165000,165000,246000,201000,201000,135000,135000,135000,135000,165000,246000,246000,165000,110000,165000,165000,135000,135000,135000,135000,135000,135000,246000
Starz,74000,60500,60500,74000,90500,246000,135000,90500,74000,74000,110000,74000,90500,135000,110000,165000,135000,165000,90500,90500,110000,110000,135000,90500
Springfield Armory,110000,110000,110000,90500,110000,165000,110000,135000,165000,165000,201000,165000,110000,74000,90500,110000,110000,90500,165000,110000,165000,246000,246000,110000
Joseph A Bank,110000,90500,110000,90500,90500,90500,90500,110000,165000,246000,135000,90500,90500,90500,90500,110000,110000,90500,90500,90500,110000,135000,90500,74000
Nvidia,301000,246000,246000,246000,246000,246000,246000,246000,301000,246000,246000,246000,301000,246000,246000,246000,301000,301000,246000,246000,301000,301000,301000,246000
Shutterstock,246000,246000,246000,201000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,246000,301000,246000,246000,246000,301000
Motorola,165000,165000,165000,165000,165000,165000,301000,201000,246000,246000,201000,201000,201000,165000,165000,165000,246000,246000,301000,246000,246000,201000,201000,165000
Mary Kay,301000,301000,246000,246000,246000,246000,246000,246000,246000,201000,246000,246000,246000,301000,246000,246000,246000,246000,246000,246000,246000,201000,246000,246000
Polaris,301000,246000,246000,201000,246000,246000,246000,301000,246000,246000,246000,246000,301000,301000,301000,246000,301000,301000,301000,246000,246000,246000,246000,246000
Lincoln,246000,246000,246000,201000,201000,201000,246000,246000,246000,246000,246000,246000,301000,301000,246000,201000,201000,246000,246000,246000,246000,246000,301000,301000
Live Nation,301000,246000,246000,246000,301000,301000,201000,165000,165000,165000,165000,246000,246000,246000,246000,246000,301000,301000,201000,165000,165000,201000,165000,301000
Morgan Stanley,246000,246000,201000,201000,201000,201000,201000,246000,201000,201000,246000,301000,246000,246000,201000,201000,246000,246000,201000,246000,201000,246000,246000,246000
Kelly Services,201000,201000,246000,246000,246000,246000,246000,246000,201000,201000,246000,201000,246000,246000,246000,246000,246000,246000,246000,246000,201000,201000,301000,246000
T Rowe Price,246000,246000,201000,246000,246000,246000,246000,246000,246000,246000,301000,301000,301000,301000,246000,201000,246000,246000,165000,201000,201000,201000,246000,201000
Intuit,201000,201000,135000,135000,135000,135000,135000,135000,135000,135000,201000,201000,165000,165000,135000,135000,135000,135000,135000,165000,165000,165000,301000,246000
Paychex,135000,135000,135000,135000,135000,135000,135000,135000,135000,165000,201000,165000,165000,165000,165000,201000,201000,201000,201000,201000,201000,246000,301000,246000
NASDAQ,301000,301000,246000,201000,246000,201000,246000,368000,246000,246000,301000,301000,301000,301000,246000,246000,301000,368000,301000,246000,246000,201000,301000,301000
Public Storage,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,368000,368000,368000,368000,368000,368000,301000,301000,368000,301000
Jamba Juice,301000,301000,368000,301000,368000,301000,301000,246000,201000,201000,301000,246000,368000,368000,301000,368000,368000,368000,368000,301000,201000,246000,301000,368000
Pier 1,246000,246000,246000,246000,246000,246000,246000,246000,368000,368000,301000,246000,246000,246000,246000,246000,301000,301000,301000,301000,368000,368000,301000,246000
Oshkosh,165000,135000,135000,110000,135000,201000,165000,201000,246000,165000,135000,165000,201000,165000,135000,135000,201000,246000,246000,246000,368000,246000,201000,201000
NetZero,368000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,246000,246000,246000,246000,246000,165000,201000,201000,201000,201000,165000
Rosetta Stone,301000,246000,246000,246000,246000,301000,301000,301000,368000,450000,368000,301000,246000,246000,246000,201000,201000,201000,246000,246000,246000,246000,246000,246000
Ruby Tuesday,450000,368000,368000,368000,368000,368000,368000,368000,368000,368000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,368000,450000,450000,450000
Humana,368000,301000,301000,301000,301000,301000,301000,368000,368000,368000,450000,368000,368000,368000,368000,368000,368000,301000,301000,368000,368000,368000,450000,368000
SpaceX,90500,201000,165000,135000,110000,135000,165000,135000,110000,110000,301000,246000,135000,301000,165000,301000,165000,110000,135000,110000,135000,450000,301000,301000
JC Penney,246000,246000,246000,201000,201000,246000,201000,246000,368000,368000,246000,201000,246000,246000,246000,246000,246000,301000,246000,301000,450000,450000,246000,246000
NYSE,90500,90500,74000,60500,74000,74000,110000,110000,90500,110000,110000,90500,90500,90500,74000,74000,450000,201000,90500,74000,74000,74000,135000,90500
Mens Wearhouse,90500,201000,450000,135000,74000,74000,246000,301000,74000,74000,74000,74000,74000,90500,90500,60500,60500,60500,60500,60500,74000,74000,74000,60500
New Balance,550000,450000,450000,368000,450000,450000,450000,368000,450000,450000,450000,450000,550000,550000,450000,450000,550000,550000,550000,550000,550000,550000,550000,550000
REMAX,550000,550000,550000,450000,550000,450000,450000,368000,368000,301000,450000,450000,550000,450000,450000,450000,450000,450000,368000,368000,301000,301000,368000,368000
Salesforce,368000,368000,368000,368000,368000,301000,368000,368000,301000,301000,368000,368000,450000,450000,450000,450000,450000,450000,450000,550000,450000,450000,450000,550000
Skechers,368000,450000,368000,301000,301000,450000,368000,301000,301000,450000,301000,301000,450000,550000,450000,368000,450000,550000,450000,450000,450000,450000,368000,368000
Sirius,450000,450000,450000,450000,450000,450000,450000,550000,550000,550000,550000,450000,550000,450000,450000,450000,550000,550000,550000,450000,450000,550000,450000,450000
Liberty Mutual,368000,368000,368000,368000,450000,450000,450000,450000,368000,368000,450000,450000,450000,450000,450000,450000,550000,550000,550000,450000,450000,450000,550000,550000
Smith and Wesson,450000,301000,301000,246000,301000,301000,301000,301000,368000,368000,368000,368000,368000,301000,246000,246000,246000,301000,246000,301000,368000,550000,550000,368000
RadioShack,301000,301000,301000,301000,301000,301000,368000,301000,450000,450000,368000,550000,368000,246000,246000,201000,201000,201000,165000,165000,165000,201000,165000,135000
Scholastic,301000,301000,301000,135000,90500,201000,550000,450000,368000,246000,301000,246000,301000,246000,246000,135000,90500,165000,450000,368000,368000,246000,301000,301000
Norwegian Cruise Line,49500,165000,301000,246000,49500,110000,246000,246000,135000,40500,60500,246000,368000,301000,90500,40500,135000,301000,246000,74000,60500,60500,368000,550000
Herbalife,673000,550000,450000,368000,450000,368000,301000,301000,246000,246000,368000,368000,450000,368000,368000,368000,368000,368000,301000,301000,301000,246000,368000,368000
Hilton,550000,450000,550000,550000,550000,550000,550000,550000,450000,450000,550000,550000,550000,550000,550000,550000,673000,550000,550000,550000,450000,450000,550000,550000
Red Robin,550000,450000,550000,550000,450000,550000,450000,450000,550000,550000,550000,550000,550000,550000,550000,550000,673000,673000,550000,550000,550000,673000,673000,673000
OpenTable,246000,246000,246000,201000,301000,550000,550000,550000,550000,673000,673000,673000,673000,550000,550000,450000,550000,450000,368000,450000,368000,368000,368000,368000
LabCorp,450000,450000,450000,550000,550000,550000,550000,550000,450000,450000,550000,550000,673000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000
Kaiser Permanente,550000,550000,450000,450000,550000,550000,550000,673000,550000,550000,673000,673000,673000,550000,450000,450000,550000,550000,450000,550000,550000,550000,673000,550000
Sur La Table,246000,246000,246000,246000,246000,246000,246000,246000,450000,673000,301000,246000,246000,246000,246000,246000,246000,246000,246000,246000,450000,673000,368000,246000
H R Block,246000,301000,40500,33100,40500,40500,40500,49500,74000,90500,450000,673000,368000,301000,49500,40500,40500,49500,40500,49500,74000,90500,550000,673000
KFC,673000,673000,673000,673000,673000,673000,550000,673000,673000,673000,673000,673000,673000,673000,823000,823000,823000,823000,673000,673000,673000,673000,823000,823000
Krispy Kreme,450000,368000,368000,550000,550000,368000,450000,450000,368000,550000,450000,550000,450000,550000,450000,823000,823000,550000,673000,550000,550000,823000,550000,673000
Sherwin Williams,673000,673000,673000,673000,823000,673000,673000,673000,550000,450000,550000,550000,673000,823000,823000,823000,823000,823000,823000,823000,673000,550000,673000,673000
Hawaiian Airlines,673000,673000,673000,673000,673000,673000,673000,673000,550000,673000,823000,673000,823000,673000,673000,673000,673000,673000,673000,673000,550000,550000,823000,673000
Jack in the Box,368000,368000,368000,368000,450000,450000,368000,450000,450000,450000,450000,450000,450000,450000,550000,550000,550000,550000,550000,550000,550000,673000,550000,823000
Omaha Steaks,110000,110000,135000,201000,110000,110000,90500,110000,201000,673000,201000,165000,165000,135000,165000,201000,135000,135000,110000,135000,246000,823000,201000,165000
Harley Davidson,823000,1000000,1000000,1000000,823000,1000000,823000,823000,673000,823000,673000,673000,823000,823000,1000000,823000,1000000,1000000,823000,673000,673000,673000,550000,673000
